Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Kadua Homestay Double Regol Bandung,Campur,Rp2.100.000,2100000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kulkas, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-homestay-double-regol-bandung-2?redirection_source=landing%20area,-6.941533007650005,107.61312459555921
Kost Seyakata Lengkong Bandung,Putri,Rp1.000.000,1000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Ibu Haji Cijantung (464 m), Alfamart A Yani 419 (2.8 km), Church In Bandung (452 m), Citibank Indonesia (534 m), Akademi Sekretari Dan Manajemen BSI Bandung (603 m), RS Umum Muhammadiyah (980 m).","2.7 x 2.7 meter, Termasuk listrik","Kasur, TV, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Jongkok","WiFi, R. Jemur, R. Santai, Jemuran, Jual Makanan, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-seyakata-lengkong-bandung?redirection_source=landing%20area,-6.9324840739264,107.62730194544164
Kost Angel Mihardja Tipe A Regol Bandung,Putri,Rp1.800.000,1800000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (539 m), Circle K (2.6 km), Church of Isa Almasih (657 m), Bank BCA KCP Buah Batu (1.4 km), Universitas Islam Bandung (3.5 km), RS Mata Bandung Eye Center (1.2 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, Jual Makanan, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-angel-mihardja-tipe-a-regol-bandung?redirection_source=landing%20area,-6.938673267876155,107.61419472582944
Kost Pondok Karapitan VIP Lengkong Bandung,Campur,Rp1.100.000,1100000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (481 m), Alfamart (3.1 km), Church In Bandung (550 m), Bank BJB - Cabang Utama Bandung (1.0 km), Universitas Islam Bandung (2.7 km), RS Umum Bungsu (952 m).","2.5 x 5 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Bantal","K. Mandi Dalam, Kloset Jongkok","WiFi, Penjaga Kos, R. Jemur, Jemuran, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-pondok-karapitan-vip-lengkong-bandung?redirection_source=landing%20area,-6.934707092292514,107.62681931010192
Kost Daffa Cibeunying Kaler Bandung,Putra,Rp625.000,625000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.2 km), Alfamart (1.0 km), Christian Church Pasundan Awiligar (2.2 km), Bank BJB Weekend Banking (1.2 km), Institut Teknologi Nasional Bandung (647 m), RS Ibu dan Anak Al Islam (1.4 km).","2 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Tamu, Penjaga Kos, R. Jemur, Jemuran, Jual Makanan, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-daffa-cibeunying-kaler-bandung-1?redirection_source=landing%20area,-6.885963919127037,107.62970276149493
Kost 5B Ancol Tipe A Regol Bandung,Campur,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (650 m), Circle K (1.6 km), Masjid Jami Nurul Falah (483 m), CIMB Niaga (Buah Batu) (1.1 km), Universitas Islam Bandung (3.4 km), RS Ibu dan Anak Kota Bandung (1.6 km).","3 x 3 meter, Termasuk listrik","Kasur, Jendela","K. Mandi Dalam, Kloset Jongkok, Ember mandi","R. Tamu, Penjaga Kos, R. Jemur, Jemuran, CCTV, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-5b-ancol-tipe-a-regol-bandung?redirection_source=landing%20area,-6.940026525978481,107.61550284873606
Kost Tatnjung Tipe D Bandung Wetan Bandung,Campur,Rp2.500.000,2500000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (695 m), Alfamart A Yani 419 (895 m), Masjid Al Jihad (378 m), Bank BJB Weekend Banking (848 m), Universitas Padjadjaran Kampus Dipatiukur (2.8 km), RS Ibu dan Anak Al Islam (976 m).","5 x 3 meter, Termasuk listrik","AC, Kasur, Meja, TV, Meja Rias, Lemari / Storage, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Jemur, R. Makan, R. Santai, Dapur, TV","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-tatnjung-tipe-d-bandung-wetan-bandung?redirection_source=landing%20area,-6.905346120746456,107.61786013769037
Kost Kristi 2 Bandung Wetan Bandung,Putri,Rp950.000,950000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (573 m), Alfamart (1.0 km), Masjid Al Asy'ari Unisba (302 m), Bank BJB - Kantor Cabang Tamansari (347 m), Universitas Islam Bandung (335 m), RS Umum Tk IV 03.07.03Sariningsih (504 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage",K. Mandi Luar,"WiFi, R. Tamu, Penjaga Kos, Dapur, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-kristi-2-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.903628381910041,107.61649619999963
Kost Seven Tamim Otista Andir Bandung,Campur,Rp1.700.000,1700000,Andir,Andir,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (591 m), Circle K (3.2 km), Masjid Raya Bandung (443 m), Bank Syariah Indonesia KC Bandung Suniaraja (361 m), Universitas Padjadjaran Kampus Dipatiukur (3.2 km), Bandung Electronic Center (1.3 km).","3 x 3.5 meter, Tidak termasuk listrik","AC, Kasur, Ventilasi, Jendela, Kursi, Kipas Angin, Cleaning service","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Laundry, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-seven-tamim-otista-andir-bandung?redirection_source=landing%20area,-6.907771556824514,107.57320702235614
Kost 46 A Bandung Wetan Bandung,Putri,Rp800.000,800000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (291 m), Alfamart (655 m), Masjid Al Asy'ari Unisba (325 m), Bank BJB - Kantor Cabang Tamansari (296 m), Universitas Islam Bandung (290 m), RS Umum Tk IV 03.07.03Sariningsih (711 m).","3 x 4 meter, Termasuk listrik","Ventilasi, Jendela","Kloset Duduk, K. Mandi Luar","WiFi, Penjaga Kos, Dapur, Pengurus Kos, Jual Makanan, Taman, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-46-a-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.903652552946682,107.61730875919844
Kost Bu Ena Tipe A1 Lengkong Bandung,Putri,Rp1.300.000,1300000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (479 m), Alfamart A Yani 419 (3.1 km), Church of Isa Almasih (401 m), Bank BJB - Cabang Utama Bandung (880 m), Universitas Islam Bandung (2.6 km), RS Umum Bungsu (867 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, TV Kabel, Kipas Angin","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Ember mandi, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, Dispenser, Dapur, Jemuran, Jual Makanan, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-bu-ena-tipe-a1-lengkong-bandung?redirection_source=landing%20area,-6.933562067784621,107.62579169025841
Kost Syauqiyyah Tipe A Regol Bandung,Putri,Rp1.450.000,1450000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (505 m), Circle K (1.6 km), Masjid Jami Nurul Falah (623 m), CIMB Niaga (Buah Batu) (1.1 km), Akademi Sekretari Dan Manajemen BSI Bandung (904 m), RS Ibu dan Anak Kota Bandung (1.7 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-syauqiyyah-tipe-a-regol-bandung?redirection_source=landing%20area,-6.941173766301282,107.61330355625616
Kost Pusat Laundry Nasional Astanaanyar Bandung,Campur,Rp650.000,650000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Jaya Bahari (377 m), Circle K (778 m), Gereja Kristen Kalam Kudus Pasundan (602 m), Institut Seni Budaya Indonesia Bandung (3.3 km), Bandung Electronic Center (2.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Kipas Angin","Kloset Duduk, K. Mandi Luar, Shower, Air panas","WiFi, Laundry, Penjaga Kos, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV, Balcon, R. Keluarga",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-pusat-laundry-nasional-astanaanyar-bandung-1?redirection_source=landing%20area,-6.940586019990519,107.60391134798232
Kost Deme 25 Tipe A Batununggal Bandung,Campur,Rp1.150.000,1150000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Indomaret Surapati 55 (3.3 km), Gereja Isa Almasih (451 m), Bank BCA KCP Buah Batu (1.9 km), Institut Teknologi Nasional Bandung (3.1 km), RS Ibu dan Anak Al Islam (1.9 km).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Ventilasi, Jendela, Cermin","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Ember mandi, Shower, Air panas","WiFi, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos, CCTV, Rooftop, Balcon","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-deme-25-tipe-a-batununggal-bandung?redirection_source=landing%20area,-6.92879147811164,107.64010152030116
Kost Neo Lengkong Bandung,Campur,Rp1.100.000,1100000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (402 m), Alfamart A Yani 419 (3.2 km), Church of Isa Almasih (555 m), Citibank Indonesia (341 m), Universitas Padjadjaran Kampus Dipatiukur (3.4 km), RS Umum Bungsu (580 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Cermin","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, R. Jemur, Dapur, Jemuran, Pengurus Kos, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-neo-lengkong-bandung-2?redirection_source=landing%20area,-6.934417161654739,107.62505650819621
Kost Kukka Tipe A Lengkong Bandung,Putri,Rp1.500.000,1500000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (459 m), Alfamart (3.2 km), Church In Bandung (611 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.1 km).","2.5 x 4.5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Wastafel, Kursi, Cleaning service","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Dapur, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-kukka-tipe-a-lengkong-bandung-2?redirection_source=landing%20area,-6.932905518693763,107.6272828616874
Kost Pungkur Vip Regol Bandung,Putri,Rp650.000,650000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.0 km), Circle K (1.3 km), Church of Isa Almasih (176 m), Citibank Indonesia (1.0 km), Universitas Islam Bandung (3.0 km), RS Umum Muhammadiyah (1.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Duduk, K. Mandi Luar, Shower","R. Jemur, Dapur, Jemuran, Rice Cooker",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-pungkur-vip-regol-bandung?redirection_source=landing%20area,-6.939598183666471,107.61354976869528
Kost Naumanda Cikaso Cibeunying Kidul Bandung,Putri,Rp1.333.333,1333333,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Abadi (2.8 km), Alfamart A Yani 419 (465 m), Masjid Al Barokah (1.8 km), Bank BJB - Cabang Utama Bandung (2.9 km), Institut Teknologi Nasional Bandung (1.4 km), RS Ibu dan Anak Al Islam (477 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-naumanda-cikaso-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899827993611743,107.6518575411438
Kost Melkid 47abc Lengkong Bandung,Putri,Rp900.000,900000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (127 m), Circle K (98 m), Church of Isa Almasih (318 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (3.1 km), RS Mata Bandung Eye Center (1.3 km).","4 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela","K. Mandi Dalam, Kloset Duduk, K. Mandi Luar, Shower","R. Cuci, R. Tamu, R. Santai, Dapur, Pengurus Kos, CCTV, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-melkid-47abc-lengkong-bandung-2?redirection_source=landing%20area,-6.9353251921637415,107.62610428344738
Kost Yukiyama Sawah Kurung Regol Bandung,Putri,Rp1.800.000,1800000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Rumah Makan Cikawao (671 m), Circle K (1.5 km), Church of Isa Almasih (503 m), Citibank Indonesia (1.3 km), Universitas Islam Bandung (3.3 km), RS Ibu dan Anak Kota Bandung (1.3 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Jemur, Dapur, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-yukiyama-sawah-kurung-regol-bandung-?redirection_source=landing%20area,-6.937690302463485,107.61526582708431
Kost Komura Cibeunying Kaler Bandung,Campur,Rp550.000,550000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.0 km), Alfamart (996 m), Masjid Al Asy'ari Unisba (2.3 km), Bank BJB Weekend Banking (1.1 km), Institut Teknologi Nasional Bandung (864 m), RS Ibu dan Anak Al Islam (1.5 km).","2.5 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-komura-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.885522440052941,107.62784438444842
Kost Cibo 33 Batununggal Bandung,Putri,Rp955.000,955000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (472 m), Alfamart A Yani 419 (1.7 km), Masjid Al Jihad (763 m), Sekolah Tinggi Ilmu Ekonomi Pasundan (973 m), Bandung Electronic Center (3.2 km).","3 x 3.5 meter, Termasuk listrik","Kasur, Dispenser, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","Kulkas, R. Tamu, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, CCTV, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-cibo-33-batununggal-bandung-1?redirection_source=landing%20area,-6.927701815855811,107.63860941999502
Kost Rumah Ene Kos Putri Regol Bandung,Putri,Rp1.950.000,1950000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (782 m), Circle K (764 m), Church of Isa Almasih (628 m), Institut Seni Budaya Indonesia Bandung (2.3 km), RSU Bhayangkara Tk II Sartika Asih (2.6 km), Bandung Electronic Center (2.8 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Laundry, R. Tamu, Penjaga Kos, R. Jemur, Mushola, Jemuran, Pengurus Kos, Jual Makanan, CCTV","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-rumah-ene-kos-putri-regol-bandung-1?redirection_source=landing%20area,-6.941470767344098,107.61308177618949
Kost M Dian Ediana Regol Bandung,Putri,Rp850.000,850000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (474 m), Circle K (501 m), Masjid Jami Nurul Falah (556 m), CIMB Niaga (Buah Batu) (776 m), Akademi Sekretari Dan Manajemen BSI Bandung (659 m), RS Umum Muhammadiyah (691 m).","2.5 x 2.8 meter, Termasuk listrik","Kasur, Dispenser, Meja, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Tamu, R. Jemur, R. Santai, Dispenser, Jemuran, Balcon, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-m-dian-ediana-regol-bandung-2?redirection_source=landing%20area,-6.940898420263867,107.61280971375314
Kost Turangga Executive Lengkong Bandung,Putri,Rp800.000,800000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (709 m), Circle K (3.1 km), Church of Isa Almasih (1.1 km), Bank BCA KCP Buah Batu (804 m), Akademi Sekretari Dan Manajemen BSI Bandung (393 m), RS Umum Bungsu (1.9 km).","3 x 3 meter, Tidak termasuk listrik","Ventilasi, Jendela","K. Mandi Dalam, Kloset Jongkok","Dapur, Jemuran, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-turangga-executive-lengkong-bandung?redirection_source=landing%20area,-6.933740403294801,107.6253538328249
